movie_id_raw,title,movie_title,year,poster_url,source,source_id,matched_title,updated_at
2293,Shadrach (1998),Shadrach,1998,https://en.wikipedia.org/wiki/Special:FilePath/DVD_cover_of_the_movie_Shadrach.jpg,wikipedia-infobox,11862595,Shadrach (film),2026-06-20T14:04:00+00:00
2294,Antz (1998),Antz,1998,https://en.wikipedia.org/wiki/Special:FilePath/Antz-Poster.jpg,wikipedia-infobox,206845,Antz,2026-06-20T14:03:58+00:00
2295,"Impostors, The (1998)","Impostors, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/The_Impostors_DVD.jpg,wikipedia-infobox,3539703,The Impostors,2026-06-20T14:03:59+00:00
2296,"Night at the Roxbury, A (1998)","Night at the Roxbury, A",1998,https://en.wikipedia.org/wiki/Special:FilePath/a_night_at_the_roxbury.jpg,wikipedia-infobox,149748,A Night at the Roxbury,2026-06-20T14:03:59+00:00
2297,What Dreams May Come (1998),What Dreams May Come,1998,https://en.wikipedia.org/wiki/Special:FilePath/Whatdreamsposter.jpeg,wikipedia-infobox,689611,What Dreams May Come (film),2026-06-20T14:04:00+00:00
2298,Strangeland (1998),Strangeland,1998,https://en.wikipedia.org/wiki/Special:FilePath/Strangeland_%281998_film%29.jpg,wikipedia-infobox,4055736,Strangeland (film),2026-06-20T14:04:00+00:00
2299,"Battle of the Sexes, The (1959)","Battle of the Sexes, The",1959,https://en.wikipedia.org/wiki/Special:FilePath/%22The_Battle_of_the_Sexes%22_%281959_film%29.jpg,wikipedia-infobox,10330008,The Battle of the Sexes (1959 film),2026-06-20T14:03:58+00:00
2300,"Producers, The (1968)","Producers, The",1968,https://m.media-amazon.com/images/M/MV5BZWMyNThmZDgtNDZlMy00N2RiLWJlM2QtZTAzNjUxZDM5YmM0XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0063462,The Producers,2026-06-21T07:25:28+00:00
2301,History of the World: Part I (1981),History of the World: Part I,1981,https://en.wikipedia.org/wiki/Special:FilePath/History_of_the_World_poster.jpg,wikipedia-infobox,442668,"History of the World, Part I",2026-06-20T14:03:59+00:00
2302,My Cousin Vinny (1992),My Cousin Vinny,1992,https://en.wikipedia.org/wiki/Special:FilePath/My-Cousin-Vinny-Poster.jpg,wikipedia-infobox,324616,My Cousin Vinny,2026-06-20T14:03:59+00:00
2303,Nashville (1975),Nashville,1975,https://en.wikipedia.org/wiki/Special:FilePath/Nashville_%28movie_poster%29.jpg,wikipedia-infobox,75259,Nashville (film),2026-06-20T14:03:58+00:00
2304,Love Is the Devil (1998),Love Is the Devil,1998,https://en.wikipedia.org/wiki/Special:FilePath/LovetheDevil.jpg,wikipedia-infobox,4972125,Love Is the Devil: Study for a Portrait of Francis Bacon,2026-06-20T14:03:59+00:00
2305,Slam (1998),Slam,1998,https://en.wikipedia.org/wiki/Special:FilePath/Slam.jpg,wikipedia-infobox,3815680,Slam (1998 film),2026-06-20T14:03:58+00:00
2306,Holy Man (1998),Holy Man,1998,https://en.wikipedia.org/wiki/Special:FilePath/Holy_man.jpg,wikipedia-infobox,3702581,Holy Man,2026-06-20T14:03:59+00:00
2307,One Tough Cop (1998),One Tough Cop,1998,https://en.wikipedia.org/wiki/Special:FilePath/OneToughCop.jpg,wikipedia-infobox,17120757,One Tough Cop,2026-06-20T14:03:59+00:00
2308,Detroit 9000 (1973),Detroit 9000,1973,https://en.wikipedia.org/wiki/Special:FilePath/Detroit9000.jpg,wikipedia-infobox,11196083,Detroit 9000,2026-06-20T14:03:59+00:00
2309,"Inheritors, The (Die Siebtelbauern) (1998)","Inheritors, The (Die Siebtelbauern)",1998,https://m.media-amazon.com/images/M/MV5BMTkyMTU3MjQxMl5BMl5BanBnXkFtZTYwOTIzOTY4._V1_.jpg,imdb-suggest,tt0141824,The Inheritors,2026-06-21T07:15:09+00:00
2310,"Mighty, The (1998)","Mighty, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/The_mighty_movie_poster.jpg,wikipedia-infobox,618856,The Mighty,2026-06-20T14:04:30+00:00
2311,2010 (1984),2010,1984,https://en.wikipedia.org/wiki/Special:FilePath/2010-poster01.jpg,wikipedia-infobox,1195560,2010: The Year We Make Contact,2026-06-20T14:04:29+00:00
2312,Children of a Lesser God (1986),Children of a Lesser God,1986,https://en.wikipedia.org/wiki/Special:FilePath/Children_of_a_Lesser_God_film_poster.jpg,wikipedia-infobox,113463,Children of a Lesser God (film),2026-06-20T14:04:31+00:00
2313,"Elephant Man, The (1980)","Elephant Man, The",1980,https://en.wikipedia.org/wiki/Special:FilePath/TheElephantManposter.jpg,wikipedia-infobox,106344,The Elephant Man (1980 film),2026-06-20T14:04:29+00:00
2314,Beloved (1998),Beloved,1998,https://en.wikipedia.org/wiki/Special:FilePath/Beloved_ver2.jpg,wikipedia-infobox,694405,Beloved (1998 film),2026-06-20T14:04:29+00:00
2315,Bride of Chucky (1998),Bride of Chucky,1998,https://en.wikipedia.org/wiki/Special:FilePath/Bride_of_Chucky_poster.png,wikipedia-infobox,30865068,Bride of Chucky,2026-06-20T14:04:30+00:00
2316,Practical Magic (1998),Practical Magic,1998,https://en.wikipedia.org/wiki/Special:FilePath/Practical_Magic_%28film_poster%29.png,wikipedia-infobox,89445,Practical Magic,2026-06-20T14:04:30+00:00
2317,"Alarmist, The (1997)","Alarmist, The",1997,https://en.wikipedia.org/wiki/Special:FilePath/TheAlarmist.jpg,wikipedia-infobox,5019403,The Alarmist,2026-06-20T14:04:30+00:00
2318,Happiness (1998),Happiness,1998,https://en.wikipedia.org/wiki/Special:FilePath/Happiness1998Poster.jpg,wikipedia-infobox,865561,Happiness (1998 film),2026-06-20T14:04:29+00:00
2320,Apt Pupil (1998),Apt Pupil,1998,https://en.wikipedia.org/wiki/Special:FilePath/Aptpupilposter.jpg,wikipedia-infobox,64004,Apt Pupil (film),2026-06-20T14:04:31+00:00
2321,Pleasantville (1998),Pleasantville,1998,https://en.wikipedia.org/wiki/Special:FilePath/Pleasantville_ver5.jpg,wikipedia-infobox,450634,Pleasantville (film),2026-06-20T14:04:31+00:00
2322,Soldier (1998),Soldier,1998,https://en.wikipedia.org/wiki/Special:FilePath/2ID_Recon_Baghdad.jpg,wikipedia-infobox,37338,Soldier,2026-06-20T14:04:30+00:00
2323,"Cruise, The (1998)","Cruise, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/The_Cruise_-_Timothy_Speed_Levitch_1998.jpg,wikipedia-infobox,1439496,The Cruise (1998 film),2026-06-20T14:04:29+00:00
2324,Life Is Beautiful (La Vita è bella) (1997),Life Is Beautiful (La Vita è bella),1997,https://en.wikipedia.org/wiki/Special:FilePath/Vitaebella.jpg,wikipedia-infobox,142463,Life Is Beautiful,2026-06-20T20:37:08+00:00
2325,Orgazmo (1997),Orgazmo,1997,https://en.wikipedia.org/wiki/Special:FilePath/Orgazmoposter.jpg,wikipedia-infobox,399725,Orgazmo,2026-06-20T14:04:30+00:00
2326,Shattered Image (1998),Shattered Image,1998,https://en.wikipedia.org/wiki/Special:FilePath/Shattered_Image_FilmPoster.jpeg,wikipedia-infobox,30460616,Shattered Image,2026-06-20T14:04:30+00:00
2327,Tales from the Darkside: The Movie (1990),Tales from the Darkside: The Movie,1990,https://en.wikipedia.org/wiki/Special:FilePath/Talesfromthedarkside.jpg,wikipedia-infobox,591310,Tales from the Darkside: The Movie,2026-06-20T14:04:30+00:00
2328,Vampires (1998),Vampires,1998,https://en.wikipedia.org/wiki/Special:FilePath/Vampires_%281998%29_poster.jpg,wikipedia-infobox,975913,Vampires (1998 film),2026-06-20T14:04:29+00:00
2329,American History X (1998),American History X,1998,https://en.wikipedia.org/wiki/Special:FilePath/American_History_X_poster.png,wikipedia-infobox,171562,American History X,2026-06-20T14:04:30+00:00
2330,Hands on a Hard Body (1996),Hands on a Hard Body,1996,https://en.wikipedia.org/wiki/Special:FilePath/HandsonaHardBodyMoviePoster.jpg,wikipedia-infobox,8670229,Hands on a Hardbody: The Documentary,2026-06-20T14:04:30+00:00
2331,Living Out Loud (1998),Living Out Loud,1998,https://en.wikipedia.org/wiki/Special:FilePath/LivingOutLoudPoster.jpg,wikipedia-infobox,7787845,Living Out Loud,2026-06-20T14:04:30+00:00
2332,Belly (1998),Belly,1998,https://en.wikipedia.org/wiki/Special:FilePath/Belly_poster.jpg,wikipedia-infobox,2032676,Belly (film),2026-06-20T14:04:31+00:00
2333,Gods and Monsters (1998),Gods and Monsters,1998,https://en.wikipedia.org/wiki/Special:FilePath/Gods_and_Monsters_poster.jpg,wikipedia-infobox,171555,Gods and Monsters (film),2026-06-20T14:04:31+00:00
2334,"Siege, The (1998)","Siege, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/Siege_movie_poster.jpg,wikipedia-infobox,2174599,The Siege,2026-06-20T14:04:29+00:00
2335,"Waterboy, The (1998)","Waterboy, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/Waterboy-poster-0.jpg,wikipedia-infobox,340276,The Waterboy,2026-06-20T14:04:30+00:00
2336,Elizabeth (1998),Elizabeth,1998,https://en.wikipedia.org/wiki/Special:FilePath/Elizabeth_Poster.jpg,wikipedia-infobox,142461,Elizabeth (film),2026-06-20T14:04:29+00:00
2337,Velvet Goldmine (1998),Velvet Goldmine,1998,https://en.wikipedia.org/wiki/Special:FilePath/VelvetGoldminePoster.jpg,wikipedia-infobox,580960,Velvet Goldmine,2026-06-20T14:04:30+00:00
2338,I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer,1998,https://en.wikipedia.org/wiki/Special:FilePath/I_Still_Know_What_You_Did_Last_Summer.jpg,wikipedia-infobox,657797,I Still Know What You Did Last Summer,2026-06-20T14:04:30+00:00
2339,I'll Be Home For Christmas (1998),I'll Be Home For Christmas,1998,https://en.wikipedia.org/wiki/Special:FilePath/Ill_be_home_for_christmas_poster.jpg,wikipedia-infobox,Q1306939,I'll Be Home for Christmas,2026-06-20T14:04:51+00:00
2340,Meet Joe Black (1998),Meet Joe Black,1998,https://en.wikipedia.org/wiki/Special:FilePath/Meet_Joe_Black-_1998.jpg,wikipedia-infobox,716738,Meet Joe Black,2026-06-20T14:04:30+00:00
2341,Dancing at Lughnasa (1998),Dancing at Lughnasa,1998,https://en.wikipedia.org/wiki/Special:FilePath/Dancing_at_Lughnasa.jpg,wikipedia-infobox,952552,Dancing at Lughnasa,2026-06-20T14:04:30+00:00
2342,Hard Core Logo (1996),Hard Core Logo,1996,https://en.wikipedia.org/wiki/Special:FilePath/Hcl.jpg,wikipedia-infobox,610832,Hard Core Logo,2026-06-20T14:04:30+00:00
2343,"Naked Man, The (1998)","Naked Man, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/Thenakedman.jpg,wikipedia-infobox,15197178,The Naked Man (1998 film),2026-06-20T14:04:29+00:00
2344,Runaway Train (1985),Runaway Train,1985,https://en.wikipedia.org/wiki/Special:FilePath/Runaway_trainposter.jpg,wikipedia-infobox,168554,Runaway Train (film),2026-06-20T14:04:31+00:00
2345,Desert Bloom (1986),Desert Bloom,1986,https://en.wikipedia.org/wiki/Special:FilePath/DesertBloomJoBeth.jpg,wikipedia-infobox,23637180,Desert Bloom (film),2026-06-20T14:04:31+00:00
2346,"Stepford Wives, The (1975)","Stepford Wives, The",1975,https://en.wikipedia.org/wiki/Special:FilePath/Stepfordwivesposter.jpg,wikipedia-infobox,2462597,The Stepford Wives (1975 film),2026-06-20T14:04:29+00:00
2347,"Pope of Greenwich Village, The (1984)","Pope of Greenwich Village, The",1984,https://en.wikipedia.org/wiki/Special:FilePath/Pope_of_greenwich_village_imp.jpg,wikipedia-infobox,4041425,The Pope of Greenwich Village,2026-06-20T14:04:30+00:00
2348,Sid and Nancy (1986),Sid and Nancy,1986,https://en.wikipedia.org/wiki/Special:FilePath/Sid_and_nancy_poster.jpg,wikipedia-infobox,265975,Sid and Nancy,2026-06-20T14:04:30+00:00
2349,Mona Lisa (1986),Mona Lisa,1986,https://en.wikipedia.org/wiki/Special:FilePath/Original_movie_poster_for_the_film_Mona_Lisa.jpg,wikipedia-infobox,168571,Mona Lisa (film),2026-06-20T14:04:29+00:00
2350,Heart Condition (1990),Heart Condition,1990,https://en.wikipedia.org/wiki/Special:FilePath/Heart_condition_movie.jpg,wikipedia-infobox,4179778,Heart Condition (film),2026-06-20T20:21:02+00:00
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Nights of Cabiria (Le Notti di Cabiria),1957,https://en.wikipedia.org/wiki/Special:FilePath/Nights_of_Cabiria_Poster.jpg,wikipedia-infobox,1721414,Nights of Cabiria,2026-06-20T20:38:02+00:00
2352,"Big Chill, The (1983)","Big Chill, The",1983,https://en.wikipedia.org/wiki/Special:FilePath/Big_chill_ver1.jpg,wikipedia-infobox,545795,The Big Chill (film),2026-06-20T19:11:08+00:00
2353,Enemy of the State (1998),Enemy of the State,1998,https://en.wikipedia.org/wiki/Special:FilePath/Enemy_of_the_State_%28film%29_poster_art.jpg,wikipedia-infobox,684771,Enemy of the State (film),2026-06-20T19:11:08+00:00
2354,"Rugrats Movie, The (1998)","Rugrats Movie, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/This_is_the_Theatrical_Release_Poster_of_the_Rugrats_Movie.jpg,wikipedia-infobox,1507610,The Rugrats Movie,2026-06-20T19:11:07+00:00
2355,"Bug's Life, A (1998)","Bug's Life, A",1998,https://en.wikipedia.org/wiki/Special:FilePath/A_Bug%27s_Life.jpg,wikipedia-infobox,460442,A Bug's Life,2026-06-20T19:11:07+00:00
2356,Celebrity (1998),Celebrity,1998,https://en.wikipedia.org/wiki/Special:FilePath/Celebrity_ver2.jpg,wikipedia-infobox,891829,Celebrity (1998 film),2026-06-20T19:11:07+00:00
2357,Central Station (Central do Brasil) (1998),Central Station (Central do Brasil),1998,https://en.wikipedia.org/wiki/Special:FilePath/Central-do-brasil-poster04.jpg,wikipedia-infobox,1223479,Central Station (film),2026-06-20T20:38:03+00:00
2358,Savior (1998),Savior,1998,https://en.wikipedia.org/wiki/Special:FilePath/Savior_movie.jpg,wikipedia-infobox,828607,Savior (film),2026-06-20T19:11:08+00:00
2359,Waking Ned Devine (1998),Waking Ned Devine,1998,https://en.wikipedia.org/wiki/Special:FilePath/Waking_Ned_Devine.jpg,wikipedia-infobox,3754316,Waking Ned,2026-06-20T19:11:07+00:00
2360,"Celebration, The (Festen) (1998)","Celebration, The (Festen)",1998,https://en.wikipedia.org/wiki/Special:FilePath/The_Celebration_poster.jpg,wikipedia-infobox,1573381,The Celebration,2026-06-20T20:38:02+00:00
2361,Pink Flamingos (1972),Pink Flamingos,1972,https://en.wikipedia.org/wiki/Special:FilePath/Pink_Flamingos_%281972%29.jpg,wikipedia-infobox,320527,Pink Flamingos,2026-06-20T19:11:07+00:00
2362,Glen or Glenda (1953),Glen or Glenda,1953,https://en.wikipedia.org/wiki/Special:FilePath/Glen_or_Glenda.jpg,wikipedia-infobox,13154,Glen or Glenda,2026-06-20T19:11:07+00:00
2363,Godzilla (Gojira) (1954),Godzilla (Gojira),1954,https://en.wikipedia.org/wiki/Special:FilePath/Gojira_1954_Japanese_poster.jpg,wikipedia-infobox,12004,Godzilla (1954 film),2026-06-20T20:37:08+00:00
2364,Godzilla (Gojira) (1984),Godzilla (Gojira),1984,https://en.wikipedia.org/wiki/Special:FilePath/Godzilla_1984.jpg,wikipedia-infobox,12005,The Return of Godzilla,2026-06-20T20:37:08+00:00
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),King Kong vs. Godzilla (Kingukongu tai Gojira),1962,https://en.wikipedia.org/wiki/Special:FilePath/Kingukonguvsgojiraposter.jpg,wikipedia-infobox,11988,King Kong vs. Godzilla,2026-06-20T20:38:02+00:00
2366,King Kong (1933),King Kong,1933,https://en.wikipedia.org/wiki/Special:FilePath/Kingkongposter.jpg,wikipedia-infobox,16782,King Kong (1933 film),2026-06-20T19:11:09+00:00
2367,King Kong (1976),King Kong,1976,https://en.wikipedia.org/wiki/Special:FilePath/king_kong_1976_movie_poster.jpg,wikipedia-infobox,518615,King Kong (1976 film),2026-06-20T19:11:09+00:00
2368,King Kong Lives (1986),King Kong Lives,1986,https://en.wikipedia.org/wiki/Special:FilePath/Kingkonglives.jpg,wikipedia-infobox,3033155,King Kong Lives,2026-06-20T19:11:10+00:00
2369,Desperately Seeking Susan (1985),Desperately Seeking Susan,1985,https://en.wikipedia.org/wiki/Special:FilePath/Desperately_Seeking_Susan_movie_poster.jpg,wikipedia-infobox,2019025,Desperately Seeking Susan,2026-06-20T19:11:10+00:00
2370,"Emerald Forest, The (1985)","Emerald Forest, The",1985,https://en.wikipedia.org/wiki/Special:FilePath/Emerald_forest.jpg,wikipedia-infobox,5207995,The Emerald Forest,2026-06-20T19:11:10+00:00
2371,Fletch (1985),Fletch,1985,https://en.wikipedia.org/wiki/Special:FilePath/Fletchmovieposter.jpg,wikipedia-infobox,2484540,Fletch (film),2026-06-20T19:12:01+00:00
2372,Fletch Lives (1989),Fletch Lives,1989,https://en.wikipedia.org/wiki/Special:FilePath/Fletch_Lives_movie_poster.jpg,wikipedia-infobox,5652838,Fletch Lives,2026-06-20T19:11:10+00:00
2373,Red Sonja (1985),Red Sonja,1985,https://en.wikipedia.org/wiki/Special:FilePath/Red_sonja_film_poster.jpg,wikipedia-infobox,30854972,Red Sonja (1985 film),2026-06-20T19:11:09+00:00
2374,Gung Ho (1986),Gung Ho,1986,https://en.wikipedia.org/wiki/Special:FilePath/Gunghoposter.jpg,wikipedia-infobox,3509990,Gung Ho (film),2026-06-20T19:12:01+00:00
2375,"Money Pit, The (1986)","Money Pit, The",1986,https://en.wikipedia.org/wiki/Special:FilePath/Money_pit_movie_poster.jpg,wikipedia-infobox,1565181,The Money Pit,2026-06-20T19:11:10+00:00
2376,"View to a Kill, A (1985)","View to a Kill, A",1985,https://en.wikipedia.org/wiki/Special:FilePath/A_View_to_a_Kill_-_UK_cinema_poster.jpg,wikipedia-infobox,583932,A View to a Kill,2026-06-20T19:11:10+00:00
2377,Lifeforce (1985),Lifeforce,1985,https://en.wikipedia.org/wiki/Special:FilePath/Lifeforceposter.jpg,wikipedia-infobox,1526756,Lifeforce (film),2026-06-20T19:12:01+00:00
2378,Police Academy (1984),Police Academy,1984,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_film.jpg,wikipedia-infobox,6043780,Police Academy (film),2026-06-20T19:12:01+00:00
2379,Police Academy 2: Their First Assignment (1985),Police Academy 2: Their First Assignment,1985,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_2_film.jpg,wikipedia-infobox,1107070,Police Academy 2: Their First Assignment,2026-06-20T19:11:10+00:00
2380,Police Academy 3: Back in Training (1986),Police Academy 3: Back in Training,1986,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_3_film.jpg,wikipedia-infobox,3511253,Police Academy 3: Back in Training,2026-06-20T19:11:10+00:00
2381,Police Academy 4: Citizens on Patrol (1987),Police Academy 4: Citizens on Patrol,1987,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_4_film.jpg,wikipedia-infobox,4485641,Police Academy 4: Citizens on Patrol,2026-06-20T19:11:10+00:00
2382,Police Academy 5: Assignment: Miami Beach (1988),Police Academy 5: Assignment: Miami Beach,1988,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_5_Miami_Florida.jpg,wikipedia-infobox,1680034,Police Academy 5: Assignment Miami Beach,2026-06-20T19:11:10+00:00
2383,Police Academy 6: City Under Siege (1989),Police Academy 6: City Under Siege,1989,https://en.wikipedia.org/wiki/Special:FilePath/Police_Academy_6_poster.jpg,wikipedia-infobox,6043815,Police Academy 6: City Under Siege,2026-06-20T19:11:10+00:00
2384,Babe: Pig in the City (1998),Babe: Pig in the City,1998,https://en.wikipedia.org/wiki/Special:FilePath/Babe_pig_in_the_city.jpg,wikipedia-infobox,573288,Babe: Pig in the City,2026-06-20T19:11:10+00:00
2385,Home Fries (1998),Home Fries,1998,https://en.wikipedia.org/wiki/Special:FilePath/Home_fries_poster.jpg,wikipedia-infobox,1504619,Home Fries,2026-06-20T19:13:39+00:00
2386,Jerry Springer: Ringmaster (1998),Jerry Springer: Ringmaster,1998,https://m.media-amazon.com/images/M/MV5BN2E1OWRlNmUtZjk1MC00NmQ4LWFkYjQtM2IwYmExODgzODE5XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0165494,Ringmaster,2026-06-21T07:15:12+00:00
2387,Very Bad Things (1998),Very Bad Things,1998,https://en.wikipedia.org/wiki/Special:FilePath/Very_Bad_Things.jpg,wikipedia-infobox,1589300,Very Bad Things,2026-06-20T19:13:39+00:00
2388,Steam: The Turkish Bath (Hamam) (1997),Steam: The Turkish Bath (Hamam),1997,https://en.wikipedia.org/wiki/Special:FilePath/Hamam_film_dvd_cover.jpg,wikipedia-infobox,183540,Hamam (film),2026-06-20T20:38:06+00:00
2389,Psycho (1998),Psycho,1998,https://en.wikipedia.org/wiki/Special:FilePath/Psycho98.jpg,wikipedia-infobox,4578695,Psycho (1998 film),2026-06-20T19:13:38+00:00
2390,Little Voice (1998),Little Voice,1998,https://en.wikipedia.org/wiki/Special:FilePath/Little_Voice.jpg,wikipedia-infobox,2193494,Little Voice (film),2026-06-20T19:13:40+00:00
2391,"Simple Plan, A (1998)","Simple Plan, A",1998,https://en.wikipedia.org/wiki/Special:FilePath/Simple_plan_poster.jpg,wikipedia-infobox,6233638,A Simple Plan (film),2026-06-20T19:13:40+00:00
2392,Jack Frost (1998),Jack Frost,1998,https://en.wikipedia.org/wiki/Special:FilePath/Jack_frostmp98.jpg,wikipedia-infobox,2171715,Jack Frost (1998 film),2026-06-20T19:13:38+00:00
2393,Star Trek: Insurrection (1998),Star Trek: Insurrection,1998,https://en.wikipedia.org/wiki/Special:FilePath/Star_Trek_Insurrection.png,wikipedia-infobox,157239,Star Trek: Insurrection,2026-06-20T19:13:39+00:00
2394,"Prince of Egypt, The (1998)","Prince of Egypt, The",1998,https://en.wikipedia.org/wiki/Special:FilePath/Prince_of_egypt_ver2.jpg,wikipedia-infobox,465470,The Prince of Egypt,2026-06-20T19:13:39+00:00
2395,Rushmore (1998),Rushmore,1998,https://en.wikipedia.org/wiki/Special:FilePath/Rushmoreposter.png,wikipedia-infobox,407351,Rushmore (film),2026-06-20T19:13:40+00:00
2396,Shakespeare in Love (1998),Shakespeare in Love,1998,https://en.wikipedia.org/wiki/Special:FilePath/Shakespeare_in_Love_1998_Poster.jpg,wikipedia-infobox,88075,Shakespeare in Love,2026-06-20T19:13:39+00:00
2397,Mass Appeal (1984),Mass Appeal,1984,https://en.wikipedia.org/wiki/Special:FilePath/MassAppealPoster.jpg,wikipedia-infobox,21777123,Mass Appeal (film),2026-06-20T19:13:40+00:00
2398,Miracle on 34th Street (1947),Miracle on 34th Street,1947,https://en.wikipedia.org/wiki/Special:FilePath/Miracle_on_34th_Street_%281947_film_poster%29.jpg,wikipedia-infobox,80523,Miracle on 34th Street,2026-06-20T19:13:38+00:00
2399,Santa Claus: The Movie (1985),Santa Claus: The Movie,1985,https://en.wikipedia.org/wiki/Special:FilePath/Santa-claus-movie-poster.jpg,wikipedia-infobox,2406759,Santa Claus: The Movie,2026-06-20T19:13:39+00:00
2400,Prancer (1989),Prancer,1989,https://en.wikipedia.org/wiki/Special:FilePath/Prancer_film.jpg,wikipedia-infobox,10701274,Prancer (film),2026-06-20T19:13:40+00:00
2401,Pale Rider (1985),Pale Rider,1985,https://en.wikipedia.org/wiki/Special:FilePath/Pale_Rider.jpg,wikipedia-infobox,250012,Pale Rider,2026-06-20T19:13:39+00:00
2402,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,1985,https://en.wikipedia.org/wiki/Special:FilePath/Rambo_first_blood_part_ii.jpg,wikipedia-infobox,583012,Rambo: First Blood Part II,2026-06-20T19:13:39+00:00
2403,First Blood (1982),First Blood,1982,https://en.wikipedia.org/wiki/Special:FilePath/First_blood_poster.jpg,wikipedia-infobox,872441,First Blood,2026-06-20T19:13:39+00:00
2404,Rambo III (1988),Rambo III,1988,https://en.wikipedia.org/wiki/Special:FilePath/Rambo3poster.jpg,wikipedia-infobox,1160412,Rambo III,2026-06-20T19:13:39+00:00
2405,"Jewel of the Nile, The (1985)","Jewel of the Nile, The",1985,https://en.wikipedia.org/wiki/Special:FilePath/The_Jewel_of_the_Nile_%281985%29_film_poster.jpg,wikipedia-infobox,2871613,The Jewel of the Nile,2026-06-20T19:15:18+00:00
2406,Romancing the Stone (1984),Romancing the Stone,1984,https://en.wikipedia.org/wiki/Special:FilePath/Romancing_the_stone.jpg,wikipedia-infobox,578001,Romancing the Stone,2026-06-20T19:15:18+00:00
2407,Cocoon (1985),Cocoon,1985,https://en.wikipedia.org/wiki/Special:FilePath/Cocoonposter.jpg,wikipedia-infobox,931949,Cocoon (film),2026-06-20T19:15:18+00:00
2408,Cocoon: The Return (1988),Cocoon: The Return,1988,https://en.wikipedia.org/wiki/Special:FilePath/Cocoonthereturn.jpg,wikipedia-infobox,931950,Cocoon: The Return,2026-06-20T19:15:18+00:00
2409,Rocky II (1979),Rocky II,1979,https://en.wikipedia.org/wiki/Special:FilePath/Rocky_ii_poster.jpg,wikipedia-infobox,149433,Rocky II,2026-06-20T19:15:18+00:00
2410,Rocky III (1982),Rocky III,1982,https://en.wikipedia.org/wiki/Special:FilePath/Rocky_iii_poster.jpg,wikipedia-infobox,152328,Rocky III,2026-06-20T19:15:18+00:00
2411,Rocky IV (1985),Rocky IV,1985,https://en.wikipedia.org/wiki/Special:FilePath/Rocky_IV.jpg,wikipedia-infobox,104984,Rocky IV,2026-06-20T19:15:18+00:00
2412,Rocky V (1990),Rocky V,1990,https://en.wikipedia.org/wiki/Special:FilePath/Rocky_v_poster.jpg,wikipedia-infobox,153435,Rocky V,2026-06-20T19:15:18+00:00
2413,Clue (1985),Clue,1985,https://en.wikipedia.org/wiki/Special:FilePath/Clue_Poster.jpg,wikipedia-infobox,67371,Clue (film),2026-06-20T19:15:17+00:00
2414,Young Sherlock Holmes (1985),Young Sherlock Holmes,1985,https://en.wikipedia.org/wiki/Special:FilePath/Ysh_poster.jpg,wikipedia-infobox,1304986,Young Sherlock Holmes,2026-06-20T19:15:18+00:00
2415,Violets Are Blue... (1986),Violets Are Blue...,1986,https://m.media-amazon.com/images/M/MV5BMzI5YmVkNGUtOWU5ZC00YzhiLTliYmQtMWIyM2E3NGQ2Yjk0XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0092173,Violets Are Blue...,2026-06-21T07:15:14+00:00
2416,Back to School (1986),Back to School,1986,https://en.wikipedia.org/wiki/Special:FilePath/Back_to_School_Movie_Poster.jpg,wikipedia-infobox,1044875,Back to School,2026-06-20T19:15:18+00:00
2417,Heartburn (1986),Heartburn,1986,https://en.wikipedia.org/wiki/Special:FilePath/Heartburn.png,wikipedia-infobox,193287,Heartburn,2026-06-20T19:15:18+00:00
2418,Nothing in Common (1986),Nothing in Common,1986,https://en.wikipedia.org/wiki/Special:FilePath/Nothing_in_common_movie_poster.jpg,wikipedia-infobox,1658116,Nothing in Common,2026-06-20T19:15:18+00:00
2419,Extremities (1986),Extremities,1986,https://en.wikipedia.org/wiki/Special:FilePath/Extremitiesposter.jpg,wikipedia-infobox,4147193,Extremities (film),2026-06-20T19:15:18+00:00
2420,"Karate Kid, The (1984)","Karate Kid, The",1984,https://en.wikipedia.org/wiki/Special:FilePath/karate_kid.jpg,wikipedia-infobox,91133,The Karate Kid,2026-06-20T19:15:17+00:00
2421,"Karate Kid, Part II, The (1986)","Karate Kid, Part II, The",1986,https://en.wikipedia.org/wiki/Special:FilePath/karate_kid_part_II.jpg,wikipedia-infobox,1107088,The Karate Kid Part II,2026-06-20T19:15:18+00:00
